customer_term,matched_product_code,matched_product_name,confidence_score,reasoning,match_type,timestamp,source_files
Bend-45 75 PP,2430024,KULMAYHDE 75 X 45,1.0,"The customer requests a 75mm 45-degree PP bend. The offer provides 'KULMAYHDE 75 X 45', which is a 75mm 45-degree angle connector.",exact,2025-09-02T22:01:24.247879,customer_example1.txt + offer_example1.txt
Bend-45 50 PP,2430023,KULMAYHDE 50 X 45,1.0,"The customer requests a 50mm 45-degree PP bend. The offer provides 'KULMAYHDE 50 X 45', which is a 50mm 45-degree angle connector.",exact,2025-09-02T22:01:24.247879,customer_example1.txt + offer_example1.txt
Bend-45 75 PP,2430224,MUHVIKULMA 75 X 45,1.0,"The customer requests a 75mm 45-degree PP bend. The offer provides 'MUHVIKULMA 75 X 45', which is a 75mm 45-degree socket bend.",exact,2025-09-02T22:01:24.247879,customer_example1.txt + offer_example1.txt
Bend-90 50 PP,2430343,MUHVIKULMA 50 X 88.5 PYÖR,0.95,"The customer requests a 50mm 90-degree PP bend. The offer provides 'MUHVIKULMA 50 X 88.5 PYÖR', where 88.5 degrees is a standard equivalent for a 90-degree drainage bend.",equivalent,2025-09-02T22:01:24.247879,customer_example1.txt + offer_example1.txt
Bend-90 110 PP,2430346,MUHVIKULMA 110 X 88.5 PYÖR,0.95,"The customer requests a 110mm 90-degree PP bend. The offer provides 'MUHVIKULMA 110 X 88.5 PYÖR', where 88.5 degrees is a standard equivalent for a 90-degree drainage bend.",equivalent,2025-09-02T22:01:24.247879,customer_example1.txt + offer_example1.txt
Drainage device (-) 75 LK1 LVI nro. 3315931,3315931,LATTIAKAIVO VAAKA DN75 3X32/40 VT,1.0,The customer requests a drainage device with LVI number 3315931 and size 75. The offer provides 'LATTIAKAIVO VAAKA DN75 3X32/40 VT' with the exact LVI number and DN75 size.,exact,2025-09-02T22:01:24.247879,customer_example1.txt + offer_example1.txt
Insulation/Pipe 15 23 Eristesarja 23,3109046,ROCKWOOL UNIV. ERISTYSKOURU 15-30,0.8,"The customer requests 15mm pipe insulation with 40mm thickness. The offer provides 'ROCKWOOL UNIV. ERISTYSKOURU 15-30', which is 15mm pipe insulation but with 30mm thickness.",approximate,2025-09-02T22:01:24.247879,customer_example1.txt + offer_example1.txt
Insulation/Pipe 18 23 Eristesarja 23,3109076,ROCKWOOL UNIV. ERISTYSKOURU 18-30,0.8,"The customer requests 18mm pipe insulation with 40mm thickness. The offer provides 'ROCKWOOL UNIV. ERISTYSKOURU 18-30', which is 18mm pipe insulation but with 30mm thickness.",approximate,2025-09-02T22:01:24.247879,customer_example1.txt + offer_example1.txt
Insulation/Pipe 22 23 Eristesarja 23,3109049,ROCKWOOL UNIV. ERISTYSKOURU 22-40,1.0,"The customer requests 22mm pipe insulation with 40mm thickness. The offer provides 'ROCKWOOL UNIV. ERISTYSKOURU 22-40', which is an exact match for size and thickness.",exact,2025-09-02T22:01:24.247879,customer_example1.txt + offer_example1.txt
KIERRESAUMAKANAVA PUHDAS KANAVA 100 3M,8103322,KIERRESAUMAKANAVA 100 X 3000,1.0,Product code and core description match exactly. 'PUHDAS KANAVA 3M' is equivalent to 'X 3000'.,equivalent,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KIERRESAUMAKANAVA PUHDAS KANAVA 125 3M,8103323,KIERRESAUMAKANAVA 125 X 3000,1.0,Product code and core description match exactly. 'PUHDAS KANAVA 3M' is equivalent to 'X 3000'.,equivalent,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KIERRESAUMAKANAVA PUHDAS KANAVA 160 3M,8103324,KIERRESAUMAKANAVA 160 X 3000,1.0,Product code and core description match exactly. 'PUHDAS KANAVA 3M' is equivalent to 'X 3000'.,equivalent,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
SISÄLIITIN LYP 100,8100674,SISÄLIITIN 100,0.95,"Product code and main description match. 'LYP' is likely a specific model or type not explicitly mentioned in the offer name, but the core product 'SISÄLIITIN 100' is the same.",equivalent,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
SISÄLIITIN LYP 125,8100676,SISÄLIITIN 125,0.95,"Product code and main description match. 'LYP' is likely a specific model or type not explicitly mentioned in the offer name, but the core product 'SISÄLIITIN 125' is the same.",equivalent,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
SISÄLIITIN LYP 160,8100678,SISÄLIITIN 160,0.95,"Product code and main description match. 'LYP' is likely a specific model or type not explicitly mentioned in the offer name, but the core product 'SISÄLIITIN 160' is the same.",equivalent,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KÄYRÄ KY 45 100,8100124,KÄYRÄ 45 100,1.0,Product code and description match exactly. 'KY' is an abbreviation for 'Käyrä'.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KÄYRÄ KY 45 125,8100126,KÄYRÄ 45 125,1.0,Product code and description match exactly. 'KY' is an abbreviation for 'Käyrä'.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KÄYRÄ KY 45 160,8100128,KÄYRÄ 45 160,1.0,Product code and description match exactly. 'KY' is an abbreviation for 'Käyrä'.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KÄYRÄ KY 90 100,8100094,KÄYRÄ 90 100,1.0,Product code and description match exactly. 'KY' is an abbreviation for 'Käyrä'.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KÄYRÄ KY 90 125,8100096,KÄYRÄ 90 125,1.0,Product code and description match exactly. 'KY' is an abbreviation for 'Käyrä'.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KÄYRÄ KY 90 160,8100098,KÄYRÄ 90 160,1.0,Product code and description match exactly. 'KY' is an abbreviation for 'Käyrä'.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KÄYRÄ KY 30 160,8100155,KÄYRÄ 30 160,1.0,Product code and description match exactly. 'KY' is an abbreviation for 'Käyrä'.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KÄYRÄ KY 15 160,8100168,KÄYRÄ 15 160,0.9,"Product description 'KÄYRÄ 15 160' matches exactly, but the product codes are different (8100874 vs 8100168). This suggests an equivalent product or a product code update.",equivalent,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
T-KAPPALE TY 100-100,8100184,T-KAPPALE 100-100,1.0,Product code and description match exactly. 'TY' is an abbreviation for 'T-kappale'.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
T-KAPPALE TY 125-100,8100188,T-KAPPALE 125-100,1.0,Product code and description match exactly. 'TY' is an abbreviation for 'T-kappale'.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
T-KAPPALE TY 125-125,8100190,T-KAPPALE 125-125,1.0,Product code and description match exactly. 'TY' is an abbreviation for 'T-kappale'.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
T-KAPPALE TY 160-100,8100194,T-KAPPALE 160-100,1.0,Product code and description match exactly. 'TY' is an abbreviation for 'T-kappale'.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
T-KAPPALE TY 160-125,8100196,T-KAPPALE 160-125,1.0,Product code and description match exactly. 'TY' is an abbreviation for 'T-kappale'.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
TULPPA OSALLE TPO 100,8100614,TULPPA OSALLE 100,1.0,Product code and description match exactly. 'TPO' is an abbreviation.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
TULPPA OSALLE TPO 125,8100616,TULPPA OSALLE 125,1.0,Product code and description match exactly. 'TPO' is an abbreviation.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
TULPPA PUTKELLE TPP 125,8100646,TULPPA PUTKELLE 125,1.0,Product code and description match exactly. 'TPP' is an abbreviation.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
MUUNTOLIITIN OSALLE MYO 125-100,8100428,MUUNTOL. OSALLE 125-100,0.95,Product code and core description match. 'MUUNTOLIITIN' is abbreviated to 'MUUNTOL.' and 'MYO' is an abbreviation.,equivalent,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
MUUNTOLIITIN OSALLE MYO 160-125,8100432,MUUNTOL. OSALLE 160-125,0.95,Product code and core description match. 'MUUNTOLIITIN' is abbreviated to 'MUUNTOL.' and 'MYO' is an abbreviation.,equivalent,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
MUUNTOLIITIN OSALLE MYO 200-160,8100438,MUUNTOL. OSALLE 200-160,0.95,Product code and core description match. 'MUUNTOLIITIN' is abbreviated to 'MUUNTOL.' and 'MYO' is an abbreviation.,equivalent,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
ÄÄNENVAIMENNIN KANTIKAS A-COLL 160-1000-KVDPX-3 ACUTEC,8336418,ÄÄNENVAIMENNIN KANTIKAS 160 X 1000 ONEPIPE RSRF,0.8,"Product codes are different. The core description 'ÄÄNENVAIMENNIN KANTIKAS 160-1000' is equivalent to 'ÄÄNENVAIMENNIN KANTIKAS 160 X 1000'. However, the brands/models ('A-COLL KVDPX-3 ACUTEC' vs 'ONEPIPE RSRF') are different, indicating a substitute product.",substitute,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
ULKOSÄLEIKKÖ 200 A-COLLECTION,8813326,ULKOILMASÄLEIKKÖ US-AV 200,0.8,"Product codes are different. 'ULKOSÄLEIKKÖ 200' is similar to 'ULKOILMASÄLEIKKÖ US-AV 200'. 'A-COLLECTION' is a brand, 'US-AV' is a model/type, indicating a substitute.",substitute,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
ULKOSÄLEIKKÖ 125 A-COLLECTION,8813322,ULKOILMASÄLEIKKÖ US-AV 125,0.8,"Product codes are different. 'ULKOSÄLEIKKÖ 125' is similar to 'ULKOILMASÄLEIKKÖ US-AV 125'. 'A-COLLECTION' is a brand, 'US-AV' is a model/type, indicating a substitute.",substitute,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
LAUTASVENTTIILI RK-T 125,8813256,LAUTASVENTTIILI RK-T 125 IP,0.98,"Product code and main description match. 'IP' is an additional specification in the offer, which is acceptable.",equivalent,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
SAUNAKANAVA (TELESKOOPPI) D100 40X140X2350,8268305,SAUNAKANAVA 100,0.7,"Product codes are different. 'SAUNAKANAVA D100' is similar to 'SAUNAKANAVA 100'. However, the customer specifies 'TELESKOOPPI' and exact dimensions (40X140X2350) which are not present in the offer, making it an approximate match.",approximate,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
MUUNTOLIITIN OSALLE MYO 250-160,8100444,MUUNTOL. OSALLE 250-160,0.95,Product code and core description match. 'MUUNTOLIITIN' is abbreviated to 'MUUNTOL.' and 'MYO' is an abbreviation.,equivalent,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
ÄÄNENVAIMENNIN KANTIKAS A-COLL 125-1000-KVDPX-3 ACUTEC,8336415,ÄÄNENVAIMENNIN KANTIKAS 125 X 1000 ONEPIPE RSRF,0.8,"Product codes are different. The core description 'ÄÄNENVAIMENNIN KANTIKAS 125-1000' is equivalent to 'ÄÄNENVAIMENNIN KANTIKAS 125 X 1000'. However, the brands/models ('A-COLL KVDPX-3 ACUTEC' vs 'ONEPIPE RSRF') are different, indicating a substitute product.",substitute,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
ÄÄNENVAIMENNIN KANTIKAS A-COLL 125-600-KVDPX-3 ACUTEC,8336414,ÄÄNENVAIMENNIN KANTIKAS 125 X 600 ONEPIPE RSRF,0.8,"Product codes are different. The core description 'ÄÄNENVAIMENNIN KANTIKAS 125-600' is equivalent to 'ÄÄNENVAIMENNIN KANTIKAS 125 X 600'. However, the brands/models ('A-COLL KVDPX-3 ACUTEC' vs 'ONEPIPE RSRF') are different, indicating a substitute product.",substitute,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
ÄÄNENVAIMENNIN KANTIKAS A-COLL 160-600-KVDPX-3 ACUTEC,8336417,ÄÄNENVAIMENNIN KANTIKAS 160 X 600 ONEPIPE RSRF,0.8,"Product codes are different. The core description 'ÄÄNENVAIMENNIN KANTIKAS 160-600' is equivalent to 'ÄÄNENVAIMENNIN KANTIKAS 160 X 600'. However, the brands/models ('A-COLL KVDPX-3 ACUTEC' vs 'ONEPIPE RSRF') are different, indicating a substitute product.",substitute,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
SAHA+TEROITIN INSUPLAST SAHA+TEROITIN INSUPLAST,8335900,INSUPLAST VEITSI JA TEROITIN,0.6,"Product codes are different. Customer requested 'SAHA+TEROITIN' (saw+sharpener) for INSUPLAST, while the offer provides 'VEITSI JA TEROITIN' (knife+sharpener). A knife is a substitute for a saw for cutting insulation, but not an exact match.",substitute,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KANAVAERISTE INSUPLAST INSUPLAST 100-50 1M,8335600,KANAVAERISTE INSUPLAST 100-50 1M,1.0,Product code and description match exactly.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KANAVAERISTE INSUPLAST INSUPLAST 125-50 1M,8335604,KANAVAERISTE INSUPLAST 125-50 1M,1.0,Product code and description match exactly.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KANAVAERISTE INSUPLAST INSUPLAST 160-50 1M,8335606,KANAVAERISTE INSUPLAST 160-50 1M,1.0,Product code and description match exactly.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KANAVAERISTE INSUPLAST INSUPLAST 125-100 1M,8335605,KANAVAERISTE INSUPLAST 125-100 1M,1.0,Product code and description match exactly.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KANAVAERISTE INSUPLAST INSUPLAST 160-100 1M,8335607,KANAVAERISTE INSUPLAST 160-100 1M,1.0,Product code and description match exactly.,exact,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KULMAYHDE INSUPLAST INSUPLAST 90 100-50,8335720,INSUPLAST KULMA 90 100-50 KANAVAERISTE,0.95,Product code and core description match. 'KULMAYHDE' is equivalent to 'KULMA' in this context. 'KANAVAERISTE' is an additional category description in the offer.,equivalent,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KULMAYHDE INSUPLAST INSUPLAST 90 125-50,8335724,INSUPLAST KULMA 90 125-50 KANAVAERISTE,0.95,Product code and core description match. 'KULMAYHDE' is equivalent to 'KULMA' in this context. 'KANAVAERISTE' is an additional category description in the offer.,equivalent,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KULMAYHDE INSUPLAST INSUPLAST 90 160-50,8335726,INSUPLAST KULMA 90 160-50 KANAVAERISTE,0.95,Product code and core description match. 'KULMAYHDE' is equivalent to 'KULMA' in this context. 'KANAVAERISTE' is an additional category description in the offer.,equivalent,2025-09-02T22:04:19.912321,customer_example1.txt + offer_example1.txt
KUUSIOMUTTERI PROF DIN934 M8 I8I SÄHKÖSINKITTY 200kpl,3246108,KUUSIOMUTTERI SINK M8,0.95,"Customer requests a zinc-plated M8 hex nut. The offered product is a 'SINK M8' hex nut, where 'SINK' (sinkitty) implies zinc-plated, matching the 'SÄHKÖSINKITTY' (electro-galvanized) specification. The M8 size is exact.",equivalent,2025-09-02T22:07:28.749038,customer_example1.txt + offer_example1.txt
KIERRETANKO PROF M8X2000 ZN 4.8 DIN976-1,3211108,KIERRETANKO SINK 8 X 2000MM,0.95,"Customer requests a zinc-plated M8x2000 threaded rod. The offered product is a 'SINK 8 X 2000MM' threaded rod, where 'SINK' implies zinc-plated ('ZN'). The dimensions are an exact match.",equivalent,2025-09-02T22:07:28.749038,customer_example1.txt + offer_example1.txt
"ASENNUSKISKO FLS ZN FISCHER 17/1,0mm L2m",3219191,ASENNUSKISKO FLS 17/1.0 - 2M,0.98,The core specifications 'FLS 17/1.0 - 2M' are an exact match. 'ZN FISCHER' is implied by the FLS system and standard material for such installation rails.,equivalent,2025-09-02T22:07:28.749038,customer_example1.txt + offer_example1.txt
LIUKUMUTTERI FSM ZN FISCHER M8 Clix M FLS KISKOLLE,3219175,LIUKUMUTTERI FSM CLIX M8,1.0,"Exact product code and name match, including key specifications like 'FSM CLIX M8'.",exact,2025-09-02T22:07:28.749038,customer_example1.txt + offer_example1.txt
C-PIDIN FGRS ZN FISCHER 8-11mm ERISTETTY,3221002,C-PIDIN PIKAL 10MM ERISTETTY,0.9,"Customer requests an insulated C-clamp for 8-11mm. The offered product is an insulated C-clamp for 10mm, which falls within the requested range. 'FGRS ZN FISCHER' vs 'PIKAL' indicates a different brand/model, but the function and size are equivalent.",equivalent,2025-09-02T22:07:28.749038,customer_example1.txt + offer_example1.txt
C-PIDIN FGRS ZN FISCHER 12-14mm ERISTETTY,3221004,C-PIDIN PIKAL 12MM ERISTETTY,0.9,"Customer requests an insulated C-clamp for 12-14mm. The offered product is an insulated C-clamp for 12mm, which falls within the requested range. 'FGRS ZN FISCHER' vs 'PIKAL' indicates a different brand/model, but the function and size are equivalent.",equivalent,2025-09-02T22:07:28.749038,customer_example1.txt + offer_example1.txt
C-PIDIN FGRS ZN FISCHER 15-19 mm ERISTETTY,3221006,C-PIDIN PIKAL 15MM ERISTETTY,0.9,"Customer requests an insulated C-clamp for 15-19mm. The offered product is an insulated C-clamp for 15mm, which falls within the requested range. 'FGRS ZN FISCHER' vs 'PIKAL' indicates a different brand/model, but the function and size are equivalent.",equivalent,2025-09-02T22:07:28.749038,customer_example1.txt + offer_example1.txt
"LVI-RUUVI SINKITTY FISCHER 6,3x50MM TX30/M10 100KPL",3248841,LAIPPARUUVI 6.3 X 50 MM,1.0,"Exact product code match. The offer's 'Lisänimike' (additional description) 'LVI-RUUVI' confirms it's an HVAC screw, and the dimensions are exact.",exact,2025-09-02T22:07:28.749038,customer_example1.txt + offer_example1.txt
C-PIDIN FGRS ZN FISCHER 20-24 mm ERISTETTY,3221010,C-PIDIN PIKAL 22MM ERISTETTY,0.9,"Customer requests an insulated C-clamp for 20-24mm. The offered product is an insulated C-clamp for 22mm, which falls within the requested range. 'FGRS ZN FISCHER' vs 'PIKAL' indicates a different brand/model, but the function and size are equivalent.",equivalent,2025-09-02T22:07:28.749038,customer_example1.txt + offer_example1.txt
C-PIDIN FGRS ZN FISCHER 25-30 mm ERISTETTY,3221012,C-PIDIN PIKAL 28MM ERISTETTY,0.9,"Customer requests an insulated C-clamp for 25-30mm. The offered product is an insulated C-clamp for 28mm, which falls within the requested range. 'FGRS ZN FISCHER' vs 'PIKAL' indicates a different brand/model, but the function and size are equivalent.",equivalent,2025-09-02T22:07:28.749038,customer_example1.txt + offer_example1.txt
C-PIDIN FGRS ZN FISCHER 32-37 mm ERISTETTY,3221014,C-PIDIN PIKAL 32-35MM ERISTETTY,0.9,"Customer requests an insulated C-clamp for 32-37mm. The offered product is an insulated C-clamp for 32-35mm, which falls within the requested range. 'FGRS ZN FISCHER' vs 'PIKAL' indicates a different brand/model, but the function and size are equivalent.",equivalent,2025-09-02T22:07:28.749038,customer_example1.txt + offer_example1.txt
PALLOVENTTIILI ONNLINE EM 3/4 SK PN25,3711010,"PALLOVENTTIILI EM SK/SK 3/4""",0.95,"Customer requests a 3/4"" ball valve. The offered product is a 'PALLOVENTTIILI EM SK/SK 3/4""'. 'ONNLINE' is a brand, and 'ONEPIPE' in the offer's Lisänimike is a common equivalent or related brand. 'PN25' is a pressure rating, which is typically standard for such valves.",equivalent,2025-09-02T22:07:28.749038,customer_example1.txt + offer_example1.txt
PUSERRUSLIITIN ONNLINE 10 EM,1551003,PUS.LIITIN MESS 10 X 10,1.0,"Exact product code match. 'PUS.LIITIN' is an abbreviation for 'PUSERRUSLIITIN'. 'MESS' (brass) is a common material, and '10 X 10' indicates the 10mm compression size.",exact,2025-09-02T22:07:28.749038,customer_example1.txt + offer_example1.txt
PURISTUSMUHVI CU 12 SANHA,1549600,M-PRESS CU MUHVI 12,0.9,"Customer requests a 12mm copper press coupling. The offered 'M-PRESS CU MUHVI 12' is a direct functional equivalent. 'SANHA' is a brand, while 'M-PRESS' is a generic term for press fittings, and 'ONEPIPE' is a common brand in the offer.",equivalent,2025-09-02T22:07:28.749038,customer_example1.txt + offer_example1.txt
